pic_id,seg_id,object,segment,adj,des
550714,8,基调,低饱和基调搭配,['低'],整个儿童房里并没有色彩斑斓的设计，反而多了很多老旧的味道，从实木家地板到实木家具，处处裹挟着成熟的味道，可以说，足够让人情绪稳定；小巧的木桌和凳子量身定做，小孩子在这里作业和玩耍都不是问题，低饱和基调搭配，传递一种自然的生活气息。
550715,0,厨房,厨房从吊顶到地砖以白色为主,['白色'],厨房从吊顶到地砖以白色为主，瓷砖有序地铺贴出几何感，砖线自然的种装饰，简单大气，空间也分为明亮；白色橱柜搭配原木台面，裹挟着金属收纳架，改善了厨房生活的收纳性不足，而花纹地砖的点缀，令整个空间多了几分现代时尚，无疑，提升了厨房的颜值。
550715,0,吊顶,厨房从吊顶到地砖以白色为主,['白色'],厨房从吊顶到地砖以白色为主，瓷砖有序地铺贴出几何感，砖线自然的种装饰，简单大气，空间也分为明亮；白色橱柜搭配原木台面，裹挟着金属收纳架，改善了厨房生活的收纳性不足，而花纹地砖的点缀，令整个空间多了几分现代时尚，无疑，提升了厨房的颜值。
550715,0,地砖,厨房从吊顶到地砖以白色为主,['白色'],厨房从吊顶到地砖以白色为主，瓷砖有序地铺贴出几何感，砖线自然的种装饰，简单大气，空间也分为明亮；白色橱柜搭配原木台面，裹挟着金属收纳架，改善了厨房生活的收纳性不足，而花纹地砖的点缀，令整个空间多了几分现代时尚，无疑，提升了厨房的颜值。
550715,1,瓷砖,瓷砖有序地铺贴出几何感,[],厨房从吊顶到地砖以白色为主，瓷砖有序地铺贴出几何感，砖线自然的种装饰，简单大气，空间也分为明亮；白色橱柜搭配原木台面，裹挟着金属收纳架，改善了厨房生活的收纳性不足，而花纹地砖的点缀，令整个空间多了几分现代时尚，无疑，提升了厨房的颜值。
550715,2,装饰,砖线自然的种装饰,[],厨房从吊顶到地砖以白色为主，瓷砖有序地铺贴出几何感，砖线自然的种装饰，简单大气，空间也分为明亮；白色橱柜搭配原木台面，裹挟着金属收纳架，改善了厨房生活的收纳性不足，而花纹地砖的点缀，令整个空间多了几分现代时尚，无疑，提升了厨房的颜值。
550715,4,空间,空间也分为明亮,['明亮'],厨房从吊顶到地砖以白色为主，瓷砖有序地铺贴出几何感，砖线自然的种装饰，简单大气，空间也分为明亮；白色橱柜搭配原木台面，裹挟着金属收纳架，改善了厨房生活的收纳性不足，而花纹地砖的点缀，令整个空间多了几分现代时尚，无疑，提升了厨房的颜值。
550715,5,橱柜,白色橱柜搭配原木台面,['白色'],厨房从吊顶到地砖以白色为主，瓷砖有序地铺贴出几何感，砖线自然的种装饰，简单大气，空间也分为明亮；白色橱柜搭配原木台面，裹挟着金属收纳架，改善了厨房生活的收纳性不足，而花纹地砖的点缀，令整个空间多了几分现代时尚，无疑，提升了厨房的颜值。
550715,5,台面,白色橱柜搭配原木台面,['白色'],厨房从吊顶到地砖以白色为主，瓷砖有序地铺贴出几何感，砖线自然的种装饰，简单大气，空间也分为明亮；白色橱柜搭配原木台面，裹挟着金属收纳架，改善了厨房生活的收纳性不足，而花纹地砖的点缀，令整个空间多了几分现代时尚，无疑，提升了厨房的颜值。
550715,6,金属,裹挟着金属收纳架,[],厨房从吊顶到地砖以白色为主，瓷砖有序地铺贴出几何感，砖线自然的种装饰，简单大气，空间也分为明亮；白色橱柜搭配原木台面，裹挟着金属收纳架，改善了厨房生活的收纳性不足，而花纹地砖的点缀，令整个空间多了几分现代时尚，无疑，提升了厨房的颜值。
550715,7,厨房,改善了厨房生活的收纳性不足,['不足'],厨房从吊顶到地砖以白色为主，瓷砖有序地铺贴出几何感，砖线自然的种装饰，简单大气，空间也分为明亮；白色橱柜搭配原木台面，裹挟着金属收纳架，改善了厨房生活的收纳性不足，而花纹地砖的点缀，令整个空间多了几分现代时尚，无疑，提升了厨房的颜值。
550715,8,地砖,而花纹地砖的点缀,[],厨房从吊顶到地砖以白色为主，瓷砖有序地铺贴出几何感，砖线自然的种装饰，简单大气，空间也分为明亮；白色橱柜搭配原木台面，裹挟着金属收纳架，改善了厨房生活的收纳性不足，而花纹地砖的点缀，令整个空间多了几分现代时尚，无疑，提升了厨房的颜值。
550715,9,空间,令整个空间多了几分现代时尚,[],厨房从吊顶到地砖以白色为主，瓷砖有序地铺贴出几何感，砖线自然的种装饰，简单大气，空间也分为明亮；白色橱柜搭配原木台面，裹挟着金属收纳架，改善了厨房生活的收纳性不足，而花纹地砖的点缀，令整个空间多了几分现代时尚，无疑，提升了厨房的颜值。
550715,11,厨房,提升了厨房的颜值,[],厨房从吊顶到地砖以白色为主，瓷砖有序地铺贴出几何感，砖线自然的种装饰，简单大气，空间也分为明亮；白色橱柜搭配原木台面，裹挟着金属收纳架，改善了厨房生活的收纳性不足，而花纹地砖的点缀，令整个空间多了几分现代时尚，无疑，提升了厨房的颜值。
550717,0,卧室,整个卧室线条十分简洁,['简洁'],整个卧室线条十分简洁，从白色吊顶到浅灰色背景墙以大色块的设计勾勒空间的层次，纯净而朴质；胡桃木地板奠定了空间的沉稳，实木床和衣柜的设计搭配的更为维稳，个性的床头柜和收纳桌实简洁而实用，白色纱幔添置的朦胧，让生活多了一份空灵。
550717,1,吊顶,从白色吊顶到浅灰色背景墙以大色块的设计勾勒空间的层次,"['白色', '浅', '灰色']",整个卧室线条十分简洁，从白色吊顶到浅灰色背景墙以大色块的设计勾勒空间的层次，纯净而朴质；胡桃木地板奠定了空间的沉稳，实木床和衣柜的设计搭配的更为维稳，个性的床头柜和收纳桌实简洁而实用，白色纱幔添置的朦胧，让生活多了一份空灵。
550717,1,背景墙,从白色吊顶到浅灰色背景墙以大色块的设计勾勒空间的层次,"['白色', '浅', '灰色']",整个卧室线条十分简洁，从白色吊顶到浅灰色背景墙以大色块的设计勾勒空间的层次，纯净而朴质；胡桃木地板奠定了空间的沉稳，实木床和衣柜的设计搭配的更为维稳，个性的床头柜和收纳桌实简洁而实用，白色纱幔添置的朦胧，让生活多了一份空灵。
550717,1,空间,从白色吊顶到浅灰色背景墙以大色块的设计勾勒空间的层次,"['白色', '浅', '灰色']",整个卧室线条十分简洁，从白色吊顶到浅灰色背景墙以大色块的设计勾勒空间的层次，纯净而朴质；胡桃木地板奠定了空间的沉稳，实木床和衣柜的设计搭配的更为维稳，个性的床头柜和收纳桌实简洁而实用，白色纱幔添置的朦胧，让生活多了一份空灵。
550717,3,地板,胡桃木地板奠定了空间的沉稳,['沉稳'],整个卧室线条十分简洁，从白色吊顶到浅灰色背景墙以大色块的设计勾勒空间的层次，纯净而朴质；胡桃木地板奠定了空间的沉稳，实木床和衣柜的设计搭配的更为维稳，个性的床头柜和收纳桌实简洁而实用，白色纱幔添置的朦胧，让生活多了一份空灵。
550717,3,空间,胡桃木地板奠定了空间的沉稳,['沉稳'],整个卧室线条十分简洁，从白色吊顶到浅灰色背景墙以大色块的设计勾勒空间的层次，纯净而朴质；胡桃木地板奠定了空间的沉稳，实木床和衣柜的设计搭配的更为维稳，个性的床头柜和收纳桌实简洁而实用，白色纱幔添置的朦胧，让生活多了一份空灵。
550717,4,衣柜,实木床和衣柜的设计搭配的更为维稳,[],整个卧室线条十分简洁，从白色吊顶到浅灰色背景墙以大色块的设计勾勒空间的层次，纯净而朴质；胡桃木地板奠定了空间的沉稳，实木床和衣柜的设计搭配的更为维稳，个性的床头柜和收纳桌实简洁而实用，白色纱幔添置的朦胧，让生活多了一份空灵。
550717,5,床头柜,个性的床头柜和收纳桌实简洁而实用,['简洁'],整个卧室线条十分简洁，从白色吊顶到浅灰色背景墙以大色块的设计勾勒空间的层次，纯净而朴质；胡桃木地板奠定了空间的沉稳，实木床和衣柜的设计搭配的更为维稳，个性的床头柜和收纳桌实简洁而实用，白色纱幔添置的朦胧，让生活多了一份空灵。
550717,6,纱幔,白色纱幔添置的朦胧,"['白色', '朦胧']",整个卧室线条十分简洁，从白色吊顶到浅灰色背景墙以大色块的设计勾勒空间的层次，纯净而朴质；胡桃木地板奠定了空间的沉稳，实木床和衣柜的设计搭配的更为维稳，个性的床头柜和收纳桌实简洁而实用，白色纱幔添置的朦胧，让生活多了一份空灵。
550737,0,吊顶,玄关大面积白色吊顶搭配原木地板,['白色'],玄关大面积白色吊顶搭配原木地板，让这个小空间温馨又通透，白色玄关柜的储物功能，与黑板墙的实用性一样，承载着两个人的生活乐趣。
550737,0,木地板,玄关大面积白色吊顶搭配原木地板,['白色'],玄关大面积白色吊顶搭配原木地板，让这个小空间温馨又通透，白色玄关柜的储物功能，与黑板墙的实用性一样，承载着两个人的生活乐趣。
550737,1,空间,让这个小空间温馨又通透,['小'],玄关大面积白色吊顶搭配原木地板，让这个小空间温馨又通透，白色玄关柜的储物功能，与黑板墙的实用性一样，承载着两个人的生活乐趣。
550737,3,墙,与黑板墙的实用性一样,[],玄关大面积白色吊顶搭配原木地板，让这个小空间温馨又通透，白色玄关柜的储物功能，与黑板墙的实用性一样，承载着两个人的生活乐趣。
550738,0,客厅,客厅有一面大大的落地窗为空间带来温暖的阳光,['温暖'],客厅有一面大大的落地窗为空间带来温暖的阳光，地台将客厅与阳台作了简单的分隔，打造出一个专属的植物氧吧；浅灰色背景墙与白色吊顶的色彩反差，搭配现代简约的家具令空间利落有致。
550738,0,落地窗,客厅有一面大大的落地窗为空间带来温暖的阳光,['温暖'],客厅有一面大大的落地窗为空间带来温暖的阳光，地台将客厅与阳台作了简单的分隔，打造出一个专属的植物氧吧；浅灰色背景墙与白色吊顶的色彩反差，搭配现代简约的家具令空间利落有致。
550738,0,空间,客厅有一面大大的落地窗为空间带来温暖的阳光,['温暖'],客厅有一面大大的落地窗为空间带来温暖的阳光，地台将客厅与阳台作了简单的分隔，打造出一个专属的植物氧吧；浅灰色背景墙与白色吊顶的色彩反差，搭配现代简约的家具令空间利落有致。
550738,1,客厅,地台将客厅与阳台作了简单的分隔,['简单'],客厅有一面大大的落地窗为空间带来温暖的阳光，地台将客厅与阳台作了简单的分隔，打造出一个专属的植物氧吧；浅灰色背景墙与白色吊顶的色彩反差，搭配现代简约的家具令空间利落有致。
550738,1,阳台,地台将客厅与阳台作了简单的分隔,['简单'],客厅有一面大大的落地窗为空间带来温暖的阳光，地台将客厅与阳台作了简单的分隔，打造出一个专属的植物氧吧；浅灰色背景墙与白色吊顶的色彩反差，搭配现代简约的家具令空间利落有致。
550738,2,植物,打造出一个专属的植物氧吧,[],客厅有一面大大的落地窗为空间带来温暖的阳光，地台将客厅与阳台作了简单的分隔，打造出一个专属的植物氧吧；浅灰色背景墙与白色吊顶的色彩反差，搭配现代简约的家具令空间利落有致。
550738,3,背景墙,浅灰色背景墙与白色吊顶的色彩反差,"['浅', '灰色', '白色']",客厅有一面大大的落地窗为空间带来温暖的阳光，地台将客厅与阳台作了简单的分隔，打造出一个专属的植物氧吧；浅灰色背景墙与白色吊顶的色彩反差，搭配现代简约的家具令空间利落有致。
550738,3,吊顶,浅灰色背景墙与白色吊顶的色彩反差,"['浅', '灰色', '白色']",客厅有一面大大的落地窗为空间带来温暖的阳光，地台将客厅与阳台作了简单的分隔，打造出一个专属的植物氧吧；浅灰色背景墙与白色吊顶的色彩反差，搭配现代简约的家具令空间利落有致。
550738,4,家具,搭配现代简约的家具令空间利落有致,[],客厅有一面大大的落地窗为空间带来温暖的阳光，地台将客厅与阳台作了简单的分隔，打造出一个专属的植物氧吧；浅灰色背景墙与白色吊顶的色彩反差，搭配现代简约的家具令空间利落有致。
550738,4,空间,搭配现代简约的家具令空间利落有致,[],客厅有一面大大的落地窗为空间带来温暖的阳光，地台将客厅与阳台作了简单的分隔，打造出一个专属的植物氧吧；浅灰色背景墙与白色吊顶的色彩反差，搭配现代简约的家具令空间利落有致。
550739,0,客厅,整个客厅以灰白为主色,[],整个客厅以灰白为主色，层次之中打造出一种沉静的氛围；深灰色沙发上的黄色靠垫，正如挂画中色亮色一样，点缀出色彩斑斓；几何造型的地毯搭配精致的金属茶几与轨道灯、金属玻璃吊灯，令整体空间简约不失时尚和趣味性。
550739,2,靠垫,深灰色沙发上的黄色靠垫,"['深灰色', '黄色']",整个客厅以灰白为主色，层次之中打造出一种沉静的氛围；深灰色沙发上的黄色靠垫，正如挂画中色亮色一样，点缀出色彩斑斓；几何造型的地毯搭配精致的金属茶几与轨道灯、金属玻璃吊灯，令整体空间简约不失时尚和趣味性。
550739,5,地毯,几何造型的地毯搭配精致的金属茶几与轨道灯、金属玻璃吊灯,['精致'],整个客厅以灰白为主色，层次之中打造出一种沉静的氛围；深灰色沙发上的黄色靠垫，正如挂画中色亮色一样，点缀出色彩斑斓；几何造型的地毯搭配精致的金属茶几与轨道灯、金属玻璃吊灯，令整体空间简约不失时尚和趣味性。
550739,5,金属,几何造型的地毯搭配精致的金属茶几与轨道灯、金属玻璃吊灯,['精致'],整个客厅以灰白为主色，层次之中打造出一种沉静的氛围；深灰色沙发上的黄色靠垫，正如挂画中色亮色一样，点缀出色彩斑斓；几何造型的地毯搭配精致的金属茶几与轨道灯、金属玻璃吊灯，令整体空间简约不失时尚和趣味性。
550739,5,茶几,几何造型的地毯搭配精致的金属茶几与轨道灯、金属玻璃吊灯,['精致'],整个客厅以灰白为主色，层次之中打造出一种沉静的氛围；深灰色沙发上的黄色靠垫，正如挂画中色亮色一样，点缀出色彩斑斓；几何造型的地毯搭配精致的金属茶几与轨道灯、金属玻璃吊灯，令整体空间简约不失时尚和趣味性。
550739,5,灯,几何造型的地毯搭配精致的金属茶几与轨道灯、金属玻璃吊灯,['精致'],整个客厅以灰白为主色，层次之中打造出一种沉静的氛围；深灰色沙发上的黄色靠垫，正如挂画中色亮色一样，点缀出色彩斑斓；几何造型的地毯搭配精致的金属茶几与轨道灯、金属玻璃吊灯，令整体空间简约不失时尚和趣味性。
550739,5,金属,几何造型的地毯搭配精致的金属茶几与轨道灯、金属玻璃吊灯,['精致'],整个客厅以灰白为主色，层次之中打造出一种沉静的氛围；深灰色沙发上的黄色靠垫，正如挂画中色亮色一样，点缀出色彩斑斓；几何造型的地毯搭配精致的金属茶几与轨道灯、金属玻璃吊灯，令整体空间简约不失时尚和趣味性。
550739,5,玻璃,几何造型的地毯搭配精致的金属茶几与轨道灯、金属玻璃吊灯,['精致'],整个客厅以灰白为主色，层次之中打造出一种沉静的氛围；深灰色沙发上的黄色靠垫，正如挂画中色亮色一样，点缀出色彩斑斓；几何造型的地毯搭配精致的金属茶几与轨道灯、金属玻璃吊灯，令整体空间简约不失时尚和趣味性。
550739,5,吊灯,几何造型的地毯搭配精致的金属茶几与轨道灯、金属玻璃吊灯,['精致'],整个客厅以灰白为主色，层次之中打造出一种沉静的氛围；深灰色沙发上的黄色靠垫，正如挂画中色亮色一样，点缀出色彩斑斓；几何造型的地毯搭配精致的金属茶几与轨道灯、金属玻璃吊灯，令整体空间简约不失时尚和趣味性。
550739,6,空间,令整体空间简约不失时尚和趣味性,[],整个客厅以灰白为主色，层次之中打造出一种沉静的氛围；深灰色沙发上的黄色靠垫，正如挂画中色亮色一样，点缀出色彩斑斓；几何造型的地毯搭配精致的金属茶几与轨道灯、金属玻璃吊灯，令整体空间简约不失时尚和趣味性。
550740,0,餐厅,餐厅选用了木质餐桌椅,[],餐厅选用了木质餐桌椅，搭配色彩明亮的小吊灯，错落有致的排布，打造一份轻松愉悦。
550740,0,餐桌椅,餐厅选用了木质餐桌椅,[],餐厅选用了木质餐桌椅，搭配色彩明亮的小吊灯，错落有致的排布，打造一份轻松愉悦。
550740,1,吊灯,搭配色彩明亮的小吊灯,['明亮'],餐厅选用了木质餐桌椅，搭配色彩明亮的小吊灯，错落有致的排布，打造一份轻松愉悦。
550741,0,空间,开阔的空间,[],开阔的空间，因为充沛的光线显得十分明快，布置有序的家具与配饰，装饰出空间的和谐、静谧的氛围。
550741,1,光线,因为充沛的光线显得十分明快,['明快'],开阔的空间，因为充沛的光线显得十分明快，布置有序的家具与配饰，装饰出空间的和谐、静谧的氛围。
550741,2,家具,布置有序的家具与配饰,[],开阔的空间，因为充沛的光线显得十分明快，布置有序的家具与配饰，装饰出空间的和谐、静谧的氛围。
550741,3,装饰,装饰出空间的和谐、静谧的氛围,['和谐'],开阔的空间，因为充沛的光线显得十分明快，布置有序的家具与配饰，装饰出空间的和谐、静谧的氛围。
550741,3,空间,装饰出空间的和谐、静谧的氛围,['和谐'],开阔的空间，因为充沛的光线显得十分明快，布置有序的家具与配饰，装饰出空间的和谐、静谧的氛围。
550742,0,餐厅,餐厅与厨房动线合理,[],餐厅与厨房动线合理，功能分区明确，半开放式的空间设计通透明亮而不拥挤，原木地板搭配原木餐桌打造出北欧的温实；简约风彩色吊灯、精秀的茶具，裹挟着餐桌上的画作，装饰出惬意的氛围。
550742,0,厨房,餐厅与厨房动线合理,[],餐厅与厨房动线合理，功能分区明确，半开放式的空间设计通透明亮而不拥挤，原木地板搭配原木餐桌打造出北欧的温实；简约风彩色吊灯、精秀的茶具，裹挟着餐桌上的画作，装饰出惬意的氛围。
550742,0,动线,餐厅与厨房动线合理,[],餐厅与厨房动线合理，功能分区明确，半开放式的空间设计通透明亮而不拥挤，原木地板搭配原木餐桌打造出北欧的温实；简约风彩色吊灯、精秀的茶具，裹挟着餐桌上的画作，装饰出惬意的氛围。
550742,3,木地板,原木地板搭配原木餐桌打造出北欧的温实,['温实'],餐厅与厨房动线合理，功能分区明确，半开放式的空间设计通透明亮而不拥挤，原木地板搭配原木餐桌打造出北欧的温实；简约风彩色吊灯、精秀的茶具，裹挟着餐桌上的画作，装饰出惬意的氛围。
